source_iri,source_label,source_comment,candidate_rank,target_iri,target_label,target_comment,label_similarity,context_similarity,combined_similarity,ranking_band,reciprocal_best,manual_classification,assurance_relevance,reviewer_decision,review_notes
https://example.org/mod-sbd#DesignStandard,Design Standard,A design standard into which lessons learned and improvement information may be incorporated.,1,https://example.org/ontology/sora#AirworthinessDesignStandard,AirworthinessDesignStandard,An Airworthiness Design Standard used for UAS components essential to safe operations.,0.464329,0.264222,0.394292,low review priority,True,,,,
https://example.org/mod-sbd#SecurityAuthorisationDecision,Security Authorisation Decision,An informed decision by an accountable risk owner about the cyber risk held by a capability.,1,https://example.org/ontology/sora#OperationalAuthorisation,OperationalAuthorisation,An operational authorisation governing the approved UAS operation.,0.524521,0.050298,0.358543,low review priority,True,,,,
https://example.org/mod-sbd#SbDRequirement,SbD Requirement,An official MOD Secure by Design requirement represented with its source identifier and exact wording.,1,https://example.org/ontology/sora#SORARequirement,SORARequirement,An official claimable SORA obligation from the controlled requirements register.,0.530679,0.034593,0.357049,low review priority,True,,,,
https://example.org/mod-sbd#Threat,Threat,"A cyber threat or threat condition that informs risk appetite, assessment and security decisions.",1,https://example.org/ontology/sora#ThreatType,ThreatType,A controlled type of cybersecurity threat or attack referenced by the SORA Cyber Safety Extension.,0.483588,0.08762,0.344999,low review priority,True,,,,
https://example.org/mod-sbd#LifecycleSecurityPractice,Lifecycle Security Practice,"A security practice concerned with secure through-life handling, archival management or disposal.",1,https://example.org/ontology/sora#LifecycleContext,LifecycleContext,"A controlled lifecycle or operational context in which a requirement, activity, or assurance expectation applies.",0.495302,0.042079,0.336674,low review priority,True,,,,
https://example.org/mod-sbd#RiskConcept,Risk Concept,"A threat, vulnerability, adverse event, risk, contributor or treatment concept relevant to SbD.",1,https://example.org/ontology/sora#SORAConcept,SORAConcept,Root grouping class for concepts required to represent the controlled SORA supplier-assurance domain.,0.508937,0.0,0.330809,low review priority,True,,,,
https://example.org/mod-sbd#SecurityControl,Security Control,"A control selected, monitored, reviewed or resourced to manage cybersecurity risk.",1,https://example.org/ontology/sora#ControlStation,ControlStation,A station used to control or supervise the unmanned aircraft.,0.448911,0.07042,0.316439,low review priority,True,,,,
https://example.org/mod-sbd#SupplierOrganisation,Supplier Organisation,"An external organisation supplying goods, services, support or resources to a programme.",1,https://example.org/ontology/sora#OrganisationalCulture,OrganisationalCulture,The organisational culture supporting cyber safety and safety responsibilities.,0.486726,0.0,0.316372,low review priority,True,,,,
https://example.org/mod-sbd#OrganisationalRiskAppetiteStatement,Organisational Risk Appetite Statement,An organisational statement that informs the programme risk appetite.,1,https://example.org/ontology/sora#OrganisationalArrangement,OrganisationalArrangement,"An organisational structure, management system, programme, or culture established to satisfy SORA requirements.",0.445057,0.072192,0.314554,low review priority,True,,,,
https://example.org/mod-sbd#RiskDecisionInformation,Risk Decision Information,Information supplied to an accountable risk owner to support an informed risk decision.,1,https://example.org/ontology/sora#InformationArtifact,InformationArtifact,"A data, document, record, or assurance artefact that can be created, maintained, reviewed, or supplied as part of SORA assurance.",0.458672,0.039029,0.311797,low review priority,True,,,,
https://example.org/mod-sbd#AssuranceEvidence,Assurance Evidence,"An information-bearing artefact used to demonstrate, support, verify or review fulfilment of a cybersecurity expectation.",1,https://example.org/ontology/sora#AssuranceArtifact,AssuranceArtifact,"An artefact whose primary purpose is to support, state, or demonstrate assurance.",0.400606,0.128946,0.305525,low review priority,True,,,,
https://example.org/mod-sbd#AssetManagement,Asset Management,Manage assets through life in line with MOD policy.,1,https://example.org/ontology/sora#ManagementSystem,ManagementSystem,A managed organisational system used to control an assurance-relevant domain.,0.463092,0.0,0.30101,low review priority,True,,,,
https://example.org/mod-sbd#SecurityManagementConcept,Security Management Concept,"An abstract management concept used to govern cybersecurity decisions, risk, controls or awareness.",1,https://example.org/ontology/sora#SecurityAndSafetyConcept,SecurityAndSafetyConcept,An abstract cybersecurity or safety concept referenced by the SORA requirement set.,0.374069,0.144997,0.293894,low review priority,True,,,,
https://example.org/mod-sbd#CybersecurityDecision,Cybersecurity Decision,"A decision relating to cybersecurity, risk or programme action informed by relevant information.",1,https://example.org/ontology/sora#CybersecurityAccreditation,CybersecurityAccreditation,An industry-recognised cybersecurity accreditation.,0.420652,0.051778,0.291546,low review priority,True,,,,
https://example.org/mod-sbd#ExternalRequirement,"External Legal, Regulatory or Policy Requirement","A legal, regulatory or policy requirement external to the SbD requirement set that a programme must understand or consider.",1,https://example.org/ontology/sora#Policy,Policy,"A policy defining organisational expectations, controls, or responsibilities.",0.382735,0.115758,0.289293,low review priority,True,,,,
https://example.org/mod-sbd#RiskManagementActivity,Risk Management Activity,"An activity used to identify, assess, treat, communicate or monitor cyber risk.",1,https://example.org/ontology/sora#ActivityType,ActivityType,"A controlled vocabulary entry identifying the kind of activity required or performed, such as audit, test, validation, monitoring, maintenance, or training.",0.412974,0.039971,0.282423,low review priority,True,,,,
https://example.org/mod-sbd#SocioTechnicalRisk,Socio-Technical Risk,"Risk arising from interacting technical, human, organisational, policy and workflow factors.",1,https://example.org/ontology/sora#TechnicalAsset,TechnicalAsset,"A technical system, component, communication element, or interface relevant to the SORA requirements.",0.385667,0.084556,0.280278,low review priority,True,,,,
https://example.org/mod-sbd#AdverseSecurityEvent,Adverse Security Event,"An adverse cybersecurity event affecting a capability, system, data or essential function.",1,https://example.org/ontology/sora#AdverseEnvironmentalCondition,AdverseEnvironmentalCondition,An adverse environmental condition relevant to UAS design or operation.,0.29838,0.099505,0.228774,very low textual similarity,True,,,,
https://example.org/mod-sbd#PostIncidentOperationalNorm,Post-Incident Operational Norm,The intended operational state established through prioritised post-incident recovery actions.,1,https://example.org/ontology/sora#OperationalVolume,OperationalVolume,The volume within which the UAS operation is intended to take place safely.,0.292163,0.049107,0.207093,very low textual similarity,True,,,,
https://example.org/mod-sbd#Vulnerability,Vulnerability,"A weakness that may be exploited and must be understood, assessed and managed.",1,https://example.org/ontology/sora#ApplicabilityReference,ApplicabilityReference,A SORA element whose primary semantics are applicability or cross-reference to another requirement/source section.,0.225036,0.0,0.146274,very low textual similarity,True,,,,
https://example.org/mod-sbd#SecureDevelopment,Secure Development,Integrate and monitor secure development practices throughout delivery.,1,https://example.org/ontology/sora#Equipment,Equipment,"Equipment relevant to manufacturing, operation, maintenance, or assurance.",0.176033,0.0,0.114421,very low textual similarity,True,,,,
https://example.org/mod-sbd#IdentifyRisk,Identify Risk,Identify cyber risks affecting programme capabilities or essential functions.,1,https://example.org/ontology/sora#Credential,Credential,A formal credential indicating recognised organisational or individual standing.,0.166004,0.0,0.107903,very low textual similarity,True,,,,
https://example.org/mod-sbd#MonitorRiskEffectiveness,Monitor Risk or Effectiveness,"Monitor security, risk, controls, remediation or resilience and review effectiveness over time.",1,https://example.org/ontology/sora#SafetyObjective,SafetyObjective,A safety objective or desired safety outcome referenced in SORA requirements.,0.148474,0.0,0.096508,very low textual similarity,True,,,,
https://example.org/mod-sbd#DevelopSecurely,Develop Securely,Integrate secure practices throughout capability development and delivery.,1,https://example.org/ontology/sora#FlightEnvelope,FlightEnvelope,The designed or permitted flight envelope relevant to operational safety and protection functions.,0.141906,0.0,0.092239,very low textual similarity,True,,,,
https://example.org/mod-sbd#RiskTreatment,Risk Treatment,A concept describing the selected response or treatment of identified risk.,1,https://example.org/ontology/sora#OfficialCommitment,OfficialCommitment,"An official commitment that can support an assurance assertion, including commitments between service provider and applicant.",0.130768,0.0,0.084999,very low textual similarity,True,,,,
https://example.org/mod-sbd#IncidentContainment,Incident Containment,Contain or limit the impact of an incident during response.,1,https://example.org/ontology/sora#EnvironmentalCondition,EnvironmentalCondition,An environmental condition that can affect safe UAS operation.,0.106985,0.0,0.06954,very low textual similarity,True,,,,
https://example.org/mod-sbd#Tier1Supplier,Tier 1 Supplier,A first-tier supplier within the supply-chain assurance scope.,1,https://example.org/ontology/sora#NotApplicablePlaceholder,NotApplicablePlaceholder,An official Low/Medium/High register placeholder whose source content is N/A or otherwise non-positive.,0.065809,0.0,0.042776,very low textual similarity,True,,,,
https://example.org/mod-sbd#RiskCommunication,Risk Communication,Conduct structured two-way communication of cybersecurity risks across organisational and supply-chain boundaries.,2,https://example.org/ontology/sora#CommunicationDevice,CommunicationDevice,A device providing communications relevant to the operation.,0.664739,0.0,0.432081,low review priority,False,,,,
https://example.org/mod-sbd#PlanRiskResponse,Plan Risk Response,"Choose, plan, track and communicate a response to identified risk.",1,https://example.org/ontology/sora#Plan,Plan,"A documented plan for a defined operational, organisational, or response purpose.",0.524315,0.213858,0.415655,low review priority,False,,,,
https://example.org/mod-sbd#AssessmentStage,Assessment,CADMID Assessment stage; used only where the requirement has a plausible assessment or acquisition applicability.,2,https://example.org/ontology/sora#AssessmentArtifact,AssessmentArtifact,A documented result or artefact produced by an assessment or appraisal.,0.566247,0.094979,0.401303,low review priority,False,,,,
https://example.org/mod-sbd#IncidentReviewRecord,Incident Review Record,"Documented incident or near-miss review used to understand causes, impacts and lessons.",1,https://example.org/ontology/sora#Record,Record,"A retained record of an activity, status, qualification, maintenance action, or other assurance-relevant fact.",0.552675,0.055347,0.37861,low review priority,False,,,,
https://example.org/mod-sbd#SecurityRequirement,Security Requirement,"A normative cybersecurity requirement applying to a programme, capability, asset, activity or stakeholder.",1,https://example.org/ontology/sora#SORARequirement,SORARequirement,An official claimable SORA obligation from the controlled requirements register.,0.545287,0.0,0.354436,low review priority,False,,,,
https://example.org/mod-sbd#IncidentResponsePlan,Incident Response Plan,"A maintained and tested plan defining how incidents are handled and integrated with continuity, supply-chain and infrastructure plans.",1,https://example.org/ontology/sora#Plan,Plan,"A documented plan for a defined operational, organisational, or response purpose.",0.458173,0.147548,0.349454,low review priority,False,,,,
https://example.org/mod-sbd#TrainingEvidence,Training Record or Evidence,"Evidence that required personnel training has been delivered, maintained or assessed.",2,https://example.org/ontology/sora#Record,Record,"A retained record of an activity, status, qualification, maintenance action, or other assurance-relevant fact.",0.503571,0.061972,0.349011,low review priority,False,,,,
https://example.org/mod-sbd#ThreatAssessment,Threat Assessment,A documented or maintained assessment of relevant cyber threats and their implications.,1,https://example.org/ontology/sora#SafetyAssessment,SafetyAssessment,A documented safety assessment used to support SORA assurance.,0.460968,0.119272,0.341374,low review priority,False,,,,
https://example.org/mod-sbd#PlanIncidentResponse,Plan Incident Response,"Establish, communicate, maintain, review, test and integrate incident response planning.",1,https://example.org/ontology/sora#Plan,Plan,"A documented plan for a defined operational, organisational, or response purpose.",0.458173,0.124441,0.341367,low review priority,False,,,,
https://example.org/mod-sbd#SbDRequirement,SbD Requirement,An official MOD Secure by Design requirement represented with its source identifier and exact wording.,2,https://example.org/ontology/sora#SORARequirementElement,SORARequirementElement,A source or analytical element used to represent SORA requirement structure.,0.467913,0.084895,0.333857,low review priority,False,,,,
https://example.org/mod-sbd#SecurityRequirement,Security Requirement,"A normative cybersecurity requirement applying to a programme, capability, asset, activity or stakeholder.",2,https://example.org/ontology/sora#SORARequirementElement,SORARequirementElement,A source or analytical element used to represent SORA requirement structure.,0.480793,0.051479,0.330533,low review priority,False,,,,
https://example.org/mod-sbd#ThreatAssessment,Threat Assessment,A documented or maintained assessment of relevant cyber threats and their implications.,2,https://example.org/ontology/sora#AssessmentArtifact,AssessmentArtifact,A documented result or artefact produced by an assessment or appraisal.,0.446556,0.1122,0.329531,low review priority,False,,,,
https://example.org/mod-sbd#MakeSecurityAuthorisationDecision,Make Security Authorisation Decision,Enable an accountable risk owner to make an informed decision about risk held by a capability.,1,https://example.org/ontology/sora#OperationalAuthorisation,OperationalAuthorisation,An operational authorisation governing the approved UAS operation.,0.477786,0.042097,0.325295,low review priority,False,,,,
https://example.org/mod-sbd#RiskConcept,Risk Concept,"A threat, vulnerability, adverse event, risk, contributor or treatment concept relevant to SbD.",2,https://example.org/ontology/sora#RiskAndThreatConcept,RiskAndThreatConcept,"A risk, hazard, failure, threat, event, or condition relevant to SORA safety or cyber safety.",0.441723,0.095967,0.320708,low review priority,False,,,,
https://example.org/mod-sbd#ThreatConcept,Threat Concept,"A concept describing cyber threats, adversarial scenarios or assumptions.",1,https://example.org/ontology/sora#RiskAndThreatConcept,RiskAndThreatConcept,"A risk, hazard, failure, threat, event, or condition relevant to SORA safety or cyber safety.",0.467591,0.041907,0.318601,low review priority,False,,,,
https://example.org/mod-sbd#SupplierOrganisation,Supplier Organisation,"An external organisation supplying goods, services, support or resources to a programme.",2,https://example.org/ontology/sora#OrganisationalArrangement,OrganisationalArrangement,"An organisational structure, management system, programme, or culture established to satisfy SORA requirements.",0.4639,0.01984,0.308479,low review priority,False,,,,
https://example.org/mod-sbd#AssessmentStage,Assessment,CADMID Assessment stage; used only where the requirement has a plausible assessment or acquisition applicability.,3,https://example.org/ontology/sora#FunctionalHazardAssessment,FunctionalHazardAssessment,A Functional Hazard Assessment used to demonstrate system-safety assurance.,0.411527,0.110158,0.306048,low review priority,False,,,,
https://example.org/mod-sbd#CommunicateSecurityInformation,Communicate Security Information,"Communicate cybersecurity decisions, responsibilities, risks or information to relevant parties.",1,https://example.org/ontology/sora#CommunicationLink,CommunicationLink,A communications link used by the UAS or supporting systems.,0.469313,0.0,0.305053,low review priority,False,,,,
https://example.org/mod-sbd#CyberRiskAssessment,Cyber Risk Assessment,"A structured assessment of cyber risk considering relevant threat, vulnerability, likelihood, impact and contextual information.",1,https://example.org/ontology/sora#SafetyAssessment,SafetyAssessment,A documented safety assessment used to support SORA assurance.,0.43357,0.060614,0.303035,low review priority,False,,,,
https://example.org/mod-sbd#SbDRequirement,SbD Requirement,An official MOD Secure by Design requirement represented with its source identifier and exact wording.,3,https://example.org/ontology/sora#AnalyticalRequirementElement,AnalyticalRequirementElement,A non-official analytical element introduced to represent the semantics of an official source requirement without altering it.,0.397455,0.12032,0.300458,low review priority,False,,,,
https://example.org/mod-sbd#OrganisationalRiskAppetiteStatement,Organisational Risk Appetite Statement,An organisational statement that informs the programme risk appetite.,2,https://example.org/ontology/sora#OrganisationalCulture,OrganisationalCulture,The organisational culture supporting cyber safety and safety responsibilities.,0.424553,0.059932,0.296936,low review priority,False,,,,
https://example.org/mod-sbd#CommunicateSecurityInformation,Communicate Security Information,"Communicate cybersecurity decisions, responsibilities, risks or information to relevant parties.",2,https://example.org/ontology/sora#CommunicationDevice,CommunicationDevice,A device providing communications relevant to the operation.,0.443035,0.023244,0.296108,low review priority,False,,,,
https://example.org/mod-sbd#InformationSecurityService,Information Security Service,"A service providing trusted information-security support, warning, advice, reporting or related community functions.",1,https://example.org/ontology/sora#InformationArtifact,InformationArtifact,"A data, document, record, or assurance artefact that can be created, maintained, reviewed, or supplied as part of SORA assurance.",0.454225,0.0,0.295246,low review priority,False,,,,
https://example.org/mod-sbd#ManageSecurityControls,Manage Security Controls,"Monitor, report, review and maintain security controls through life.",1,https://example.org/ontology/sora#ControlStation,ControlStation,A station used to control or supervise the unmanned aircraft.,0.45226,0.0,0.293969,low review priority,False,,,,
https://example.org/mod-sbd#CyberRiskAssessment,Cyber Risk Assessment,"A structured assessment of cyber risk considering relevant threat, vulnerability, likelihood, impact and contextual information.",2,https://example.org/ontology/sora#AssessmentArtifact,AssessmentArtifact,A documented result or artefact produced by an assessment or appraisal.,0.420015,0.05702,0.292967,low review priority,False,,,,
https://example.org/mod-sbd#GovernCybersecurity,Govern Cybersecurity,Direct and control cybersecurity decision-making across the programme.,1,https://example.org/ontology/sora#CybersecurityAccreditation,CybersecurityAccreditation,An industry-recognised cybersecurity accreditation.,0.412203,0.061994,0.28963,low review priority,False,,,,
https://example.org/mod-sbd#ThreatConcept,Threat Concept,"A concept describing cyber threats, adversarial scenarios or assumptions.",2,https://example.org/ontology/sora#SORAConcept,SORAConcept,Root grouping class for concepts required to represent the controlled SORA supplier-assurance domain.,0.43898,0.0,0.285337,low review priority,False,,,,
https://example.org/mod-sbd#SbDPrinciple,SbD Principle,An official MOD Secure by Design principle grouping related criteria and requirements.,1,https://example.org/ontology/sora#SecurityPrincipleOrPractice,SecurityPrincipleOrPractice,A named cybersecurity principle or practice referenced by the Cyber Safety Extension.,0.390371,0.084055,0.28316,low review priority,False,,,,
https://example.org/mod-sbd#PlanRiskResponse,Plan Risk Response,"Choose, plan, track and communicate a response to identified risk.",2,https://example.org/ontology/sora#EmergencyResponsePlan,EmergencyResponsePlan,The plan addressing hazardous secondary or escalating effects after loss of control.,0.398801,0.066263,0.282413,low review priority,False,,,,
https://example.org/mod-sbd#SecurityRequirement,Security Requirement,"A normative cybersecurity requirement applying to a programme, capability, asset, activity or stakeholder.",3,https://example.org/ontology/sora#AnalyticalRequirementElement,AnalyticalRequirementElement,A non-official analytical element introduced to represent the semantics of an official source requirement without altering it.,0.408396,0.040872,0.279762,low review priority,False,,,,
https://example.org/mod-sbd#AssuranceEvidence,Assurance Evidence,"An information-bearing artefact used to demonstrate, support, verify or review fulfilment of a cybersecurity expectation.",2,https://example.org/ontology/sora#AssuranceClaim,AssuranceClaim,"A claim that a SORA-relevant requirement, integrity level, or assurance condition is satisfied.",0.418867,0.01598,0.277857,low review priority,False,,,,
https://example.org/mod-sbd#SocioTechnicalSecurity,Socio-Technical Security,"Treat cyber risk as arising from interacting technical, human, organisational and process factors.",1,https://example.org/ontology/sora#TechnicalAsset,TechnicalAsset,"A technical system, component, communication element, or interface relevant to the SORA requirements.",0.37583,0.082509,0.273168,low review priority,False,,,,
https://example.org/mod-sbd#RiskConcept,Risk Concept,"A threat, vulnerability, adverse event, risk, contributor or treatment concept relevant to SbD.",3,https://example.org/ontology/sora#ConceptOfOperations,ConceptOfOperations,The documented concept of operations describing the proposed operation.,0.370368,0.087304,0.271296,low review priority,False,,,,
https://example.org/mod-sbd#AssuranceEvidence,Assurance Evidence,"An information-bearing artefact used to demonstrate, support, verify or review fulfilment of a cybersecurity expectation.",3,https://example.org/ontology/sora#AssuranceStatement,AssuranceStatement,"A formal assertion or statement concerning satisfaction, integrity, assurance, or another SORA-relevant condition.",0.407247,0.014847,0.269907,low review priority,False,,,,
https://example.org/mod-sbd#DesignStandard,Design Standard,A design standard into which lessons learned and improvement information may be incorporated.,2,https://example.org/ontology/sora#DesignData,DesignData,Design information used to define or verify the approved/configured UAS design.,0.338404,0.142156,0.269717,low review priority,False,,,,
https://example.org/mod-sbd#CommunicateSecurityInformation,Communicate Security Information,"Communicate cybersecurity decisions, responsibilities, risks or information to relevant parties.",3,https://example.org/ontology/sora#InformationArtifact,InformationArtifact,"A data, document, record, or assurance artefact that can be created, maintained, reviewed, or supplied as part of SORA assurance.",0.411864,0.0,0.267711,low review priority,False,,,,
https://example.org/mod-sbd#SecureByDesign,Secure by Design,Security is integrated into capability and programme decisions from the outset rather than added later.,1,https://example.org/ontology/sora#DesignData,DesignData,Design information used to define or verify the approved/configured UAS design.,0.373051,0.067936,0.266261,low review priority,False,,,,
https://example.org/mod-sbd#ConductRiskAssessment,Conduct Risk Assessment,"Assess cyber risk using relevant threat, vulnerability, likelihood, impact and contextual information.",1,https://example.org/ontology/sora#AssessmentArtifact,AssessmentArtifact,A documented result or artefact produced by an assessment or appraisal.,0.389595,0.030924,0.264061,low review priority,False,,,,
https://example.org/mod-sbd#SelectSecurityControls,Select Security Controls,"Select controls appropriate to capability delivery, assessed risk and risk appetite.",1,https://example.org/ontology/sora#ControlStation,ControlStation,A station used to control or supervise the unmanned aircraft.,0.403311,0.0,0.262152,low review priority,False,,,,
https://example.org/mod-sbd#RiskManagementActivity,Risk Management Activity,"An activity used to identify, assess, treat, communicate or monitor cyber risk.",2,https://example.org/ontology/sora#ManagementSystem,ManagementSystem,A managed organisational system used to control an assurance-relevant domain.,0.392435,0.016779,0.260956,low review priority,False,,,,
https://example.org/mod-sbd#EvidenceRecord,Evidence Record,"A record or documented evidence item showing that an assurance-relevant activity, event or review occurred.",2,https://example.org/ontology/sora#EvidenceArtifact,EvidenceArtifact,Evidence supplied or retained to support satisfaction of a SORA requirement.,0.372458,0.053866,0.260951,low review priority,False,,,,
https://example.org/mod-sbd#TrainingEvidence,Training Record or Evidence,"Evidence that required personnel training has been delivered, maintained or assessed.",3,https://example.org/ontology/sora#TrainingSyllabus,TrainingSyllabus,A syllabus specifying required training content or structure.,0.335496,0.120899,0.260387,low review priority,False,,,,
https://example.org/mod-sbd#ConductRiskAssessment,Conduct Risk Assessment,"Assess cyber risk using relevant threat, vulnerability, likelihood, impact and contextual information.",2,https://example.org/ontology/sora#SafetyAssessment,SafetyAssessment,A documented safety assessment used to support SORA assurance.,0.382562,0.032874,0.260171,low review priority,False,,,,
https://example.org/mod-sbd#ConductThreatAssessment,Conduct Threat Assessment,Assess relevant cyber threats and maintain the assessment over time.,1,https://example.org/ontology/sora#AssessmentArtifact,AssessmentArtifact,A documented result or artefact produced by an assessment or appraisal.,0.361399,0.07142,0.259907,low review priority,False,,,,
https://example.org/mod-sbd#AssuranceSecurityPractice,Assurance Security Practice,"A security practice concerned with ongoing assurance, testing or verification.",1,https://example.org/ontology/sora#AssuranceClaim,AssuranceClaim,"A claim that a SORA-relevant requirement, integrity level, or assurance condition is satisfied.",0.379575,0.035531,0.25916,low review priority,False,,,,
https://example.org/mod-sbd#GovernanceActivity,Governance Activity,"An activity that directs, coordinates, reviews or communicates cybersecurity governance.",1,https://example.org/ontology/sora#ActivityType,ActivityType,"A controlled vocabulary entry identifying the kind of activity required or performed, such as audit, test, validation, monitoring, maintenance, or training.",0.375761,0.039548,0.258087,low review priority,False,,,,
https://example.org/mod-sbd#ThreatConcept,Threat Concept,"A concept describing cyber threats, adversarial scenarios or assumptions.",3,https://example.org/ontology/sora#ConceptOfOperations,ConceptOfOperations,The documented concept of operations describing the proposed operation.,0.319459,0.143242,0.257783,low review priority,False,,,,
https://example.org/mod-sbd#ConductThreatAssessment,Conduct Threat Assessment,Assess relevant cyber threats and maintain the assessment over time.,2,https://example.org/ontology/sora#SafetyAssessment,SafetyAssessment,A documented safety assessment used to support SORA assurance.,0.354875,0.075922,0.257241,low review priority,False,,,,
https://example.org/mod-sbd#Asset,Asset,A tangible or intangible programme resource or object subject to management or protection.,1,https://example.org/ontology/sora#TechnicalAsset,TechnicalAsset,"A technical system, component, communication element, or interface relevant to the SORA requirements.",0.395737,0.0,0.257229,low review priority,False,,,,
https://example.org/mod-sbd#AssuranceSecurityPractice,Assurance Security Practice,"A security practice concerned with ongoing assurance, testing or verification.",2,https://example.org/ontology/sora#AssuranceArtifact,AssuranceArtifact,"An artefact whose primary purpose is to support, state, or demonstrate assurance.",0.374589,0.038539,0.256971,low review priority,False,,,,
https://example.org/mod-sbd#AtomicRequirementClause,Atomic Requirement Clause,An analytical clause-level obligation candidate decomposed from an official SbD requirement.,1,https://example.org/ontology/sora#SORARequirement,SORARequirement,An official claimable SORA obligation from the controlled requirements register.,0.348802,0.076333,0.253438,low review priority,False,,,,
https://example.org/mod-sbd#SecurityManagementConcept,Security Management Concept,"An abstract management concept used to govern cybersecurity decisions, risk, controls or awareness.",2,https://example.org/ontology/sora#ManagementSystem,ManagementSystem,A managed organisational system used to control an assurance-relevant domain.,0.382151,0.014344,0.253419,low review priority,False,,,,
https://example.org/mod-sbd#AssuranceSecurityPractice,Assurance Security Practice,"A security practice concerned with ongoing assurance, testing or verification.",3,https://example.org/ontology/sora#SecurityPrincipleOrPractice,SecurityPrincipleOrPractice,A named cybersecurity principle or practice referenced by the Cyber Safety Extension.,0.34999,0.073098,0.253078,low review priority,False,,,,
https://example.org/mod-sbd#CyberRiskAssessment,Cyber Risk Assessment,"A structured assessment of cyber risk considering relevant threat, vulnerability, likelihood, impact and contextual information.",3,https://example.org/ontology/sora#CyberRisk,CyberRisk,Risk arising from cyber threats affecting the UAS operation or its supporting systems.,0.357734,0.057365,0.252605,low review priority,False,,,,
https://example.org/mod-sbd#RiskAppetiteStatement,Risk Appetite Statement,A documented statement defining organisational or Defence risk appetite.,1,https://example.org/ontology/sora#AssuranceStatement,AssuranceStatement,"A formal assertion or statement concerning satisfaction, integrity, assurance, or another SORA-relevant condition.",0.334725,0.090287,0.249172,very low textual similarity,False,,,,
https://example.org/mod-sbd#RiskGovernanceSecurityPractice,Risk and Governance Security Practice,A security principle or practice concerned with risk-informed governance.,1,https://example.org/ontology/sora#SecurityPrincipleOrPractice,SecurityPrincipleOrPractice,A named cybersecurity principle or practice referenced by the Cyber Safety Extension.,0.292764,0.161276,0.246744,very low textual similarity,False,,,,
